"","X","X0","moas"
"1167","TG-101348","CHEMBL1287853","tyrosine kinase inhibitors"
"1168","nintedanib","CHEMBL502835"," angiogenesis inhibitors"
"1169","nefiracetam","CHEMBL260829"," nootropic agents (learning"
"1170","nefiracetam","CHEMBL260829","cognitive enhancers)"
"1171","nefiracetam","CHEMBL260829","piracetam type"
"1172","pranidipine","CHEMBL1096842"," phenylpyridine vasodilators; tricyclic compounds"
"1173","IOWH032","CHEMBL4297392","Cystic fibrosis transmembrane conductance regulator inhibitor"
"1174","IOWH032","CHEMBL4297392","iodine-containing contrast media"
"1175","nobiletin","CHEMBL76447"," "
"1176","PAC-1","CHEMBL591429"," "
"1177","evodiamine","CHEMBL486598"," "
"1178","SB-366791","CHEMBL122413"," "
"1179","salidroside","CHEMBL465208"," "
"1180","chlorindanol","CHEMBL1449249"," "
"1181","cyproheptadine","CHEMBL516"," "
"1182","repaglinide","CHEMBL1272","Sulfonylurea receptor 1"
"1183","repaglinide","CHEMBL1272","Kir6.2 blocker"
"1184","repaglinide","CHEMBL1272","antidiabetic"
"1185","repaglinide","CHEMBL1272","sodium glucose co-transporter 2 (SGLT2) inhibitors"
"1186","repaglinide","CHEMBL1272","not phlorozin derivatives"
"1187","baricitinib","CHEMBL2105759","Tyrosine-protein kinase JAK1 inhibitor"
"1188","baricitinib","CHEMBL2105759","Tyrosine-protein kinase JAK2 inhibitor"
"1189","baricitinib","CHEMBL2105759","tyrosine kinase inhibitors: tyrosine kinase inhibitors; janus kinase inhibitors"
"1190","plinabulin","CHEMBL1096380","Tubulin inhibitor"
"1191","plinabulin","CHEMBL1096380","antineoplastics (mitotic inhibitors; tubulin binders); cannabinol derivatives"
"1192","BI-2536","CHEMBL513909","Serine/threonine-protein kinase PLK1 inhibitor"
"1193","bruceantin","CHEMBL509895"," "
"1194","almorexant","CHEMBL455136","Orexin receptor antagonist"
"1195","CUDC-907","CHEMBL3622533","PI3-kinase p110-delta subunit inhibitor"
"1196","CUDC-907","CHEMBL3622533","PI3-kinase p110-beta subunit inhibitor"
"1197","CUDC-907","CHEMBL3622533","PI3-kinase p110-alpha subunit inhibitor"
"1198","CUDC-907","CHEMBL3622533","Histone deacetylase inhibitor"
"1199","CUDC-907","CHEMBL3622533","enzyme inhibitors: histone deacetylase inhibitors"
"1200","PD-0325901","CHEMBL450775"," "
"1201","epiandrosterone","CHEMBL272195"," "
"1202","sclareol","CHEMBL294740"," "
"1203","cephalomannine","CHEMBL305522"," "
"1204","tioxolone","CHEMBL442687"," steroids (not prednisolone derivatives)"
"1205","dioscin","CHEMBL507001"," "
"1206","spermine","CHEMBL23194"," "
"1207","LY2608204","CHEMBL4297399","Hexokinase type IV activator"
"1208","LY2608204","CHEMBL4297399","glucokinase activator"
"1209","GW-3965","CHEMBL59030"," "
"1210","WAY-170523","CHEMBL327002"," "
"1211","broxaldine","CHEMBL2104247"," "
"1212","phlorizin","CHEMBL245067"," "
"1213","uracil","CHEMBL566"," uracil type antineoplastics"
"1214","lurasidone","CHEMBL1237021"," antipsychotic with binding activity on sertonin (5-HT2A) and dopamine (D2) receptors"
"1215","difluprednate","CHEMBL1201749","Glucocorticoid receptor agonist"
"1216","difluprednate","CHEMBL1201749","prednisone and prednisolone derivatives"
"1217","methyldopa","CHEMBL459","Adrenergic receptor alpha-2 agonist"
"1218","methyldopa","CHEMBL459","dopamine receptor agonists"
"1219","maxacalcitol","CHEMBL333950"," vitamin D analogs"
"1220","nizofenone","CHEMBL2106822"," "
"1221","azilsartan","CHEMBL57242","Type-1 angiotensin II receptor antagonist"
"1222","azilsartan","CHEMBL57242","angiotensin II receptor antagonists"
"1223","amfenac","CHEMBL25146"," anti-inflammatory agents (acetic acid derivatives)"
"1224","penfluridol","CHEMBL47050"," "
"1225","valnemulin","CHEMBL1688852"," antibacterials"
"1226","valnemulin","CHEMBL1688852","pleuromulin derivatives"
"1227","clopamide","CHEMBL1361347"," diuretics (sulfamoylbenzoic acid derivatives)"
"1228","pomalidomide","CHEMBL43452","CRL4(CRBN) E3 ubiquitin ligase inhibitor"
"1229","pomalidomide","CHEMBL43452","thalidomide derivatives"
"1230","canrenone","CHEMBL1463345","Mineralocorticoid receptor antagonist"
"1231","canrenone","CHEMBL1463345","aldosterone antagonists (spironolactone type)"
"1232","metaraminol","CHEMBL1201319"," "
"1233","mesna","CHEMBL975","Unknown"
"1234","lorazepam","CHEMBL580","GABA-A receptor; anion channel positive allosteric modulator"
"1235","lorazepam","CHEMBL580","antianxiety agents (diazepam type)"
"1236","gemcitabine","CHEMBL888"," nucleoside antiviral or antineoplastic agents"
"1237","gemcitabine","CHEMBL888","cytarabine or azarabine derivatives"
"1238","acetazolamide","CHEMBL20","Carbonic anhydrase I inhibitor"
"1239","acetazolamide","CHEMBL20","Carbonic anhydrase II inhibitor"
"1240","acetazolamide","CHEMBL20","Carbonic anhydrase XII inhibitor"
"1241","acetazolamide","CHEMBL20","Carbonic anhydrase IV inhibitor"
"1242","acetazolamide","CHEMBL20","carbonic anhydrase inhibitors"
"1243","drospirenone","CHEMBL1509","Mineralocorticoid receptor antagonist"
"1244","drospirenone","CHEMBL1509","Progesterone receptor agonist"
"1245","drospirenone","CHEMBL1509","aldosterone antagonists (spironolactone type)"
"1246","dequalinium","CHEMBL333826","Unknown"
"1247","dequalinium","CHEMBL333826","quaternary ammonium derivatives"
"1248","atipamezole","CHEMBL353972"," "
"1249","eplerenone","CHEMBL1095097","Mineralocorticoid receptor antagonist"
"1250","eplerenone","CHEMBL1095097","aldosterone antagonists (spironolactone type)"
"1251","alfacalcidol","CHEMBL1601669","Vitamin D receptor agonist"
"1252","alfacalcidol","CHEMBL1601669","vitamin D analogs"
"1253","zolmitriptan","CHEMBL1185","Serotonin 1b (5-HT1b) receptor agonist"
"1254","zolmitriptan","CHEMBL1185","Serotonin 1d (5-HT1d) receptor agonist"
"1255","zolmitriptan","CHEMBL1185","antimigraine agents (5-HT1 receptor agonists); sumatriptan derivatives"
"1256","fudosteine","CHEMBL1555183"," "
"1257","uridine","CHEMBL100259"," "
"1258","tamoxifen","CHEMBL83"," "
"1259","darifenacin","CHEMBL1346"," muscarinic receptor antagonists"
"1260","trifluridine","CHEMBL1129","DNA inhibitor"
"1261","trifluridine","CHEMBL1129","antivirals; antineoplastics (uridine derivatives)"
"1262","mevastatin","CHEMBL54440"," enzyme inhibitors: antihyperlipidemics (HMG-CoA inhibitors)"
"1263","sparfloxacin","CHEMBL850","Topoisomerase IV inhibitor"
"1264","sparfloxacin","CHEMBL850","Bacterial DNA gyrase inhibitor"
"1265","sparfloxacin","CHEMBL850","antibacterials (quinolone derivatives)"
"1266","polydatin","CHEMBL142652"," "
"1267","thiamine","CHEMBL1547"," "
"1268","amoxicillin","CHEMBL1082","Bacterial penicillin-binding protein inhibitor"
"1269","amoxicillin","CHEMBL1082","penicillins"
"1270","dihydroergocristine","CHEMBL601773"," ergot alkaloid deriviatives"
"1271","gestrinone","CHEMBL1868702"," estrogens; cardiotonics (amrinone type)"
"1272","inosine","CHEMBL1556"," "
"1273","cidofovir","CHEMBL152","Human herpesvirus 1 DNA polymerase inhibitor"
"1274","cidofovir","CHEMBL152","antivirals"
"1275","nilotinib","CHEMBL255863"," tyrosine kinase inhibitors"
"1276","meloxicam","CHEMBL599","Cyclooxygenase-2 inhibitor"
"1277","meloxicam","CHEMBL599","anti-inflammatory agents (isoxicam type)"
"1278","doxifluridine","CHEMBL1130","DNA disrupting agent"
"1279","doxifluridine","CHEMBL1130","RNA disrupting agent"
"1280","doxifluridine","CHEMBL1130","Thymidylate synthase inhibitor"
"1281","doxifluridine","CHEMBL1130","antivirals; antineoplastics (uridine derivatives)"
"1282","ebastine","CHEMBL305660","Histamine H1 receptor inverse agonist"
"1283","ebastine","CHEMBL305660","antihistaminics (histamine-H1 receptor antagonists)"
"1284","triclabendazole","CHEMBL1086440","Unknown"
"1285","triclabendazole","CHEMBL1086440","antithelmintics (tibendazole type)"
"1286","flumethasone","CHEMBL1201392"," "
"1287","dirithromycin","CHEMBL1237072","Bacterial 70S ribosome inhibitor"
"1288","dirithromycin","CHEMBL1237072","antibiotics (Streptomyces strain)"
"1289","nonoxynol-9","CHEMBL1410","Cell membrane disrupting agent"
"1290","tipiracil","CHEMBL235668"," uracil type antineoplastics"
"1291","domperidone","CHEMBL219916","Dopamine D2 receptor antagonist"
"1292","domperidone","CHEMBL219916","antipsychotics (risperidone type)"
"1293","idoxuridine","CHEMBL788","DNA inhibitor"
"1294","idoxuridine","CHEMBL788","antivirals; antineoplastics (uridine derivatives)"
"1295","indoprofen","CHEMBL15870","Cyclooxygenase inhibitor"
"1296","indoprofen","CHEMBL15870","anti-inflammatory/analgesic agents (ibuprofen type)"
"1297","podophyllotoxin","CHEMBL61","Unknown"
"1298","curcumin","CHEMBL116438"," "
"1299","oridonin","CHEMBL454570"," "
"1300","ziprasidone","CHEMBL708"," antipsychotic with binding activity on sertonin (5-HT2A) and dopamine (D2) receptors"
"1301","cholecalciferol","CHEMBL1042","Vitamin D receptor agonist"
"1302","cholecalciferol","CHEMBL1042","vitamin D analogs"
"1303","benzydamine","CHEMBL12610","Cyclooxygenase inhibitor"
"1304","halcinonide","CHEMBL1200845","Glucocorticoid receptor agonist"
"1305","halcinonide","CHEMBL1200845","topical steroids (acetal derivatives)"
"1306","fleroxacin","CHEMBL6273"," antibacterials (quinolone derivatives)"
"1307","teriflunomide","CHEMBL973","Dihydroorotate dehydrogenase inhibitor"
"1308","triapine","CHEMBL231616","Ribonucleotide reductase inhibitor"
"1309","triapine","CHEMBL231616","tricyclic compounds"
"1310","deferasirox","CHEMBL550348","Iron chelating agent"
"1311","danazol","CHEMBL1479","Progesterone receptor agonist"
"1312","danazol","CHEMBL1479","Androgen Receptor agonist"
"1313","ciclopirox","CHEMBL1413","Iron chelating agent"
"1314","ciclopirox","CHEMBL1413","Aluminium chelating agent"
"1315","ciclopirox","CHEMBL1413","antimycotics (pyridone derivatives)"
"1316","eltrombopag","CHEMBL461101"," thrombopoetin agonists"
"1317","triamcinolone","CHEMBL1451","Glucocorticoid receptor agonist"
"1318","triamcinolone","CHEMBL1451","steroids (not prednisolone derivatives)"
"1319","oxibendazole","CHEMBL1087630"," antithelmintics (tibendazole type)"
"1320","dofetilide","CHEMBL473","HERG blocker"
"1321","dofetilide","CHEMBL473","class III antiarrhythmic agents"
"1322","ribavirin","CHEMBL1643","Inosine-5'-monophosphate dehydrogenase 1 inhibitor"
"1323","ribavirin","CHEMBL1643","Hepatitis C virus NS5B RNA-dependent RNA polymerase inhibitor"
"1324","ribavirin","CHEMBL1643","RNA inhibitor"
"1325","ribavirin","CHEMBL1643","antivirals"
"1326","temazepam","CHEMBL967","GABA-A receptor; anion channel positive allosteric modulator"
"1327","temazepam","CHEMBL967","antianxiety agents (diazepam type)"
"1328","enocitabine","CHEMBL2106589"," nucleoside antiviral or antineoplastic agents"
"1329","enocitabine","CHEMBL2106589","cytarabine or azarabine derivatives"
"1330","nithiamide","CHEMBL1872946"," "
"1331","CGP-37849","CHEMBL29811"," "
"1332","costunolide","CHEMBL86416"," "
"1333","VU0238429","CHEMBL466253"," "
"1334","dihydromyricetin","CHEMBL3348861"," "
"1335","GS-39783","CHEMBL392394"," "
"1336","GW-405833","CHEMBL73711"," "
"1337","CGS-15943","CHEMBL16687"," "
"1338","baicalein","CHEMBL8260"," "
"1339","NSC-663284","CHEMBL337173"," "
"1340","NVP-AEW541","CHEMBL551064","Insulin-like growth factor I receptor inhibitor"
"1341","trequinsin","CHEMBL285913"," "
"1342","fendiline","CHEMBL254832"," vasodilators (undefined group)"
"1343","BAY-11-7085","CHEMBL270299"," "
"1344","tetrahydropapaverine","CHEMBL160919"," "
"1345","ABT-702","CHEMBL66089"," "
"1346","pirenperone","CHEMBL18331"," antianxiety agents/neuroleptics (4'-fluoro-4-piperidinobutyrophenone derivatives)"
"1347","digitoxigenin","CHEMBL1453"," "
"1348","ZM-447439","CHEMBL202721"," "
"1349","PLX-4720","CHEMBL1230020"," "
"1350","arctigenin","CHEMBL435734"," "
"1351","WYE-354","CHEMBL561708"," "
"1352","PD-168393","CHEMBL285063"," "
"1353","SB-205384","CHEMBL1256667"," "
"1354","TG-02","CHEMBL1944698","Cyclin-dependent kinase 1 inhibitor"
"1355","TG-02","CHEMBL1944698","Cyclin-dependent kinase 2 inhibitor"
"1356","TG-02","CHEMBL1944698","Cyclin-dependent kinase 7 inhibitor"
"1357","TG-02","CHEMBL1944698","Cyclin-dependent kinase 9 inhibitor"
"1358","TG-02","CHEMBL1944698","Tyrosine-protein kinase receptor FLT3 inhibitor"
"1359","TG-02","CHEMBL1944698","Tyrosine-protein kinase JAK2 inhibitor"
"1360","TG-02","CHEMBL1944698","cyclin dependent kinase inhibitors (formerly-cidib)"
"1361","scriptaid","CHEMBL96051"," "
"1362","U-0126","CHEMBL100473"," "
"1363","digoxigenin","CHEMBL1153"," "
"1364","AM-251","CHEMBL285932"," "
"1365","NSC-23766","CHEMBL257119"," "
"1366","EMD-53998","CHEMBL314612"," "
"1367","amonafide","CHEMBL428676"," "
"1368","ZK-93423","CHEMBL1518572"," "
"1369","vanoxerine","CHEMBL281594"," "
"1370","BMS-986020","CHEMBL4297270","Lysophosphatidic acid receptor Edg-2 antagonist"
"1371","camptothecin","CHEMBL65"," "
"1372","frentizole","CHEMBL128988"," "
"1373","CGM097","CHEMBL3601398"," "
"1374","BF2.649","CHEMBL462605","Histamine H3 receptor inverse agonist"
"1375","BF2.649","CHEMBL462605","histamine H3 receptor antagonists"
"1376","tiotidine","CHEMBL269646"," H2-receptor antagonists (cimetidine type)"
"1377","MK-0812","CHEMBL4297538","C-C chemokine receptor type 2 antagonist"
"1378","MK-2461","CHEMBL1822792","Hepatocyte growth factor receptor inhibitor"
"1379","ICI-162846","CHEMBL1593717"," "
"1380","ixazomib","CHEMBL2141296","26S proteasome inhibitor"
"1381","ixazomib","CHEMBL2141296","proteozome inhibitors"
"1382","SR-27897","CHEMBL249973"," "
"1383","CB-10-277","CHEMBL422037"," "
"1384","alisertib","CHEMBL483158","Serine/threonine-protein kinase Aurora-A inhibitor"
"1385","alisertib","CHEMBL483158","serine/threonine kinase inhibitors"
"1386","PHA-793887","CHEMBL1230607","Cyclin-dependent kinase inhibitor"
"1387","voxtalisib","CHEMBL3545366","Serine/threonine-protein kinase mTOR inhibitor"
"1388","voxtalisib","CHEMBL3545366","PI3-kinase class I inhibitor"
"1389","voxtalisib","CHEMBL3545366","phosphatidylinositol 3-kinase (PI3K) inhibitors"
"1390","AMG-208","CHEMBL496102","Hepatocyte growth factor receptor inhibitor"
"1391","sulmazole","CHEMBL286020"," "
"1392","torcetrapib","CHEMBL479527","Cholesteryl ester transfer protein inhibitor"
"1393","torcetrapib","CHEMBL479527","cholesterol ester transfer protein inhibitors"
"1394","tecastemizole","CHEMBL61301"," "
"1395","vincristine","CHEMBL90555"," vinca alkaloids"
"1396","UK-383367","CHEMBL226630"," "
"1397","temocapril","CHEMBL2110627"," antihypertensives (ACE inhibitors)"
"1398","balapiravir","CHEMBL550936","Hepatitis C virus NS5B RNA-dependent RNA polymerase inhibitor"
"1399","balapiravir","CHEMBL550936","antivirals: treatments of SARS-CoV-2 infection"
"1400","balapiravir","CHEMBL550936","inhibiting viral RNA replication"
"1401","STA-5326","CHEMBL4297643","1-phosphatidylinositol 3-phosphate 5-kinase inhibitor"
"1402","STA-5326","CHEMBL4297643","immunomodulators"
"1403","tetrahydrouridine","CHEMBL1236475"," antivirals; antineoplastics (uridine derivatives)"
"1404","AZD1480","CHEMBL1231124","Tyrosine-protein kinase JAK2 inhibitor"
"1405","TG100-115","CHEMBL230011","PI3-kinase p110-gamma subunit inhibitor"
"1406","TG100-115","CHEMBL230011","PI3-kinase p110-delta subunit inhibitor"
"1407","OSI-027","CHEMBL3120215","Serine/threonine-protein kinase mTOR inhibitor"
"1408","PF-05212384","CHEMBL592445","Serine/threonine-protein kinase mTOR inhibitor"
"1409","PF-05212384","CHEMBL592445","PI3-kinase class I inhibitor"
"1410","PF-05212384","CHEMBL592445","phosphatidylinositol 3-kinase (PI3K) inhibitors"
"1411","KW-2478","CHEMBL4297298"," "
"1412","TAK-901","CHEMBL3544932","Serine/threonine-protein kinase Aurora-B inhibitor"
"1413","AZD6482","CHEMBL2165191","PI3-kinase class I inhibitor"
"1414","oxiperomide","CHEMBL2059304"," "
"1415","resatorvid","CHEMBL225157","Toll-like receptor 4 inhibitor"
"1416","CPI-1189","CHEMBL4297369"," "
"1417","LY2090314","CHEMBL362558","Glycogen synthase kinase-3 beta inhibitor"
"1418","LY2090314","CHEMBL362558","Glycogen synthase kinase-3 alpha inhibitor"
"1419","etomoxir","CHEMBL2051959"," "
"1420","ABT-737","CHEMBL376408"," "
"1421","dolastatin-10","CHEMBL39541","Tubulin inhibitor"
"1422","dolastatin-10","CHEMBL39541","enzyme inhibitors"
"1423","erteberel","CHEMBL278703","Estrogen receptor beta agonist"
"1424","erteberel","CHEMBL278703","estrogen receptor beta agonist"
"1425","AZD8330","CHEMBL3182621","Dual specificity mitogen-activated protein kinase kinase 1 inhibitor"
"1426","AZD8330","CHEMBL3182621","Dual specificity mitogen-activated protein kinase kinase 2 inhibitor"
"1427","flubendazole","CHEMBL1454946"," antithelmintics (tibendazole type)"
"1428","obidoxime","CHEMBL451635"," "
"1429","cediranib","CHEMBL491473","Stem cell growth factor receptor inhibitor"
"1430","cediranib","CHEMBL491473","Platelet-derived growth factor receptor inhibitor"
"1431","cediranib","CHEMBL491473","Vascular endothelial growth factor receptor inhibitor"
"1432","cediranib","CHEMBL491473","angiogenesis inhibitors"
"1433","pilaralisib","CHEMBL3218575"," "
"1434","indiplon","CHEMBL262075","GABA receptor alpha-1 subunit positive allosteric modulator"
"1435","indiplon","CHEMBL262075","non-benzodiazepine anxiolytics"
"1436","indiplon","CHEMBL262075","sedatives"
"1437","indiplon","CHEMBL262075","hypnotics"
"1438","hyoscyamine","CHEMBL1331216"," "
"1439","piperine","CHEMBL43185"," "
"1440","PF-04457845","CHEMBL1651534","Anandamide amidohydrolase inhibitor"
"1441","tagatose","CHEMBL1236183"," "
"1442","SB-590885","CHEMBL477989"," "
"1443","SB-505124","CHEMBL226838"," "
"1444","VER-49009","CHEMBL365617"," "
"1445","MGCD-265","CHEMBL254760"," "
"1446","PHA-767491","CHEMBL225519"," "
"1447","anisomycin","CHEMBL423192"," "
"1448","PI-103","CHEMBL573339"," "
"1449","nocodazole","CHEMBL9514"," "
"1450","GTP-14564","CHEMBL406375"," "
"1451","RS-17053","CHEMBL88272"," "
"1452","SB-431542","CHEMBL440084"," "
"1453","GW-788388","CHEMBL202887"," "
"1454","desoxycortone","CHEMBL1200542","Mineralocorticoid receptor agonist"
"1455","desoxycortone","CHEMBL1200542","cortisone derivatives; steroids (androgens"
"1456","desoxycortone","CHEMBL1200542","anabolics); antiandrogens"
"1457","securinine","CHEMBL303062"," "
"1458","BNTX","CHEMBL252172"," "
"1459","WHI-P154","CHEMBL473773"," "
"1460","PSB-1115","CHEMBL8565"," "
"1461","CHIR-99021","CHEMBL412142"," "
"1462","VS-4718","CHEMBL3040440","Focal adhesion kinase 1 inhibitor"
"1463","BMS-345541","CHEMBL249697"," "
"1464","BAY-11-7082","CHEMBL403183"," "
"1465","10-hydroxycamptothecin","CHEMBL273862"," "
"1466","RS-16566","CHEMBL145725"," "
"1467","cilostamide","CHEMBL34431"," "
"1468","CCG-50014","CHEMBL1917204"," "
"1469","morin","CHEMBL28626"," "
"1470","GDC-0879","CHEMBL525191"," "
"1471","SB-218795","CHEMBL9843"," "
"1472","NVP-TAE684","CHEMBL509032"," "
"1473","JNJ-16259685","CHEMBL174588"," "
"1474","4-methylhistamine","CHEMBL275443"," "
"1475","PHA-665752","CHEMBL450786"," "
"1476","domiphen","CHEMBL1187011"," "
"1477","SCH-58261","CHEMBL17127"," "
"1478","GSK1838705A","CHEMBL464552"," "
"1479","A-674563","CHEMBL379218"," "
"1480","PD-173074","CHEMBL189584"," "
"1481","JNJ-7706621","CHEMBL191003"," "
"1482","diphenyleneiodonium","CHEMBL365739"," "
"1483","BI-D1870","CHEMBL573107"," "
"1484","CCMI","CHEMBL429317","Neuronal acetylcholine receptor protein alpha-7 subunit positive allosteric modulator"
"1485","AC-264613","CHEMBL494502"," "
"1486","BIX-01294","CHEMBL569864"," "
"1487","alexidine","CHEMBL1195210"," "
"1488","CCT128930","CHEMBL263664"," "
"1489","SB-218078","CHEMBL304428"," "
"1490","TWS-119","CHEMBL405759"," "
"1491","tryptanthrin","CHEMBL306946"," "
"1492","SB-239063","CHEMBL97162"," "
"1493","OTX015","CHEMBL3581647","Bromodomain and extra-terminal motif (BET) inhibitor"
"1494","OTX015","CHEMBL3581647","extra-terminal motif (BET) family of bromodomain (BRD) proteins"
"1495","parthenolide","CHEMBL540445"," "
"1496","RS-67506","CHEMBL83899"," "
"1497","filgotinib","CHEMBL3301607","Tyrosine-protein kinase JAK1 inhibitor"
"1498","filgotinib","CHEMBL3301607","tyrosine kinase inhibitors"
"1499","aphidicolin","CHEMBL29711"," "
"1500","R306465","CHEMBL609583"," "
"1501","7-hydroxystaurosporine","CHEMBL574737","Cyclin-dependent kinase 2 inhibitor"
"1502","7-hydroxystaurosporine","CHEMBL574737","Cyclin-dependent kinase 4 inhibitor"
"1503","7-hydroxystaurosporine","CHEMBL574737","Cyclin-dependent kinase 6 inhibitor"
"1504","7-hydroxystaurosporine","CHEMBL574737","Serine/threonine-protein kinase Chk1 inhibitor"
"1505","7-hydroxystaurosporine","CHEMBL574737","3-phosphoinositide dependent protein kinase-1 inhibitor"
"1506","7-hydroxystaurosporine","CHEMBL574737","Protein kinase C (PKC) inhibitor"
"1507","TH-302","CHEMBL260046","DNA inhibitor"
"1508","TH-302","CHEMBL260046","phosphoro-derivatives; isophosphoramide mustard derivatives"
"1509","lestaurtinib","CHEMBL603469","Tyrosine-protein kinase receptor FLT3 inhibitor"
"1510","lestaurtinib","CHEMBL603469","Tyrosine-protein kinase JAK2 inhibitor"
"1511","lestaurtinib","CHEMBL603469","Nerve growth factor receptor Trk-A inhibitor"
"1512","lestaurtinib","CHEMBL603469","Neurotrophic tyrosine kinase receptor type 2 inhibitor"
"1513","lestaurtinib","CHEMBL603469","NT-3 growth factor receptor inhibitor"
"1514","lestaurtinib","CHEMBL603469","Tyrosine-protein kinase receptor RET inhibitor"
"1515","lestaurtinib","CHEMBL603469","tyrosine kinase inhibitors"
"1516","N-acetylmannosamine","CHEMBL1231391"," "
"1517","SNX-5422","CHEMBL553939"," "
"1518","CH5132799","CHEMBL1684984","PI3-kinase class I inhibitor"
"1519","CH5132799","CHEMBL1684984","phosphatidylinositol 3-kinase (PI3K) inhibitors"
"1520","AP1903","CHEMBL269259"," "
"1521","tipranavir","CHEMBL222559","Human immunodeficiency virus type 1 protease inhibitor"
"1522","tipranavir","CHEMBL222559","antivirals: HIV protease inhibitors (saquinavir type)"
"1523","sulfabenzamide","CHEMBL1243","Unknown"
"1524","sulfabenzamide","CHEMBL1243","antimicrobials (sulfonamides derivatives)"
"1525","SB-225002","CHEMBL239767"," "
"1526","erastin","CHEMBL401989"," "
"1527","Y-27632","CHEMBL559147"," "
"1528","MK-0773","CHEMBL3545333","Androgen Receptor modulator"
"1529","mibampator","CHEMBL1277001","Glutamate receptor ionotropic AMPA positive allosteric modulator"
"1530","mibampator","CHEMBL1277001","ionotropic non-NMDA (N-methyl D-aspartate) glutamate receptors [AMPA (alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor) and/or KA (kainite antagonist) receptors]: modulators"
"1531","taltobulin","CHEMBL182319"," antineoplastics (mitotic inhibitors; tubulin binders)"
"1532","GSK2126458","CHEMBL1236962","PI3-kinase class I inhibitor"
"1533","GSK2126458","CHEMBL1236962","Serine/threonine-protein kinase mTOR inhibitor"
"1534","GSK2126458","CHEMBL1236962","phosphatidylinositol 3-kinase (PI3K) inhibitors"
"1535","ipsapirone","CHEMBL8412"," "
"1536","oprozomib","CHEMBL2103884","26S proteosome inhibitor"
"1537","oprozomib","CHEMBL2103884","proteozome inhibitors"
"1538","PD-184352","CHEMBL105442","Dual specificity mitogen-activated protein kinase kinase 1 inhibitor"
"1539","PD-184352","CHEMBL105442","Dual specificity mitogen-activated protein kinase kinase 2 inhibitor"
"1540","PU-H71","CHEMBL200102"," "
"1541","AZD2461","CHEMBL4098253"," "
"1542","darapladib","CHEMBL204021","LDL-associated phospholipase A2 inhibitor"
"1543","darapladib","CHEMBL204021","phospholipase A2 inhibitors"
"1544","AV-412","CHEMBL2138625"," "
"1545","telatinib","CHEMBL2079588","Stem cell growth factor receptor inhibitor"
"1546","telatinib","CHEMBL2079588","Platelet-derived growth factor receptor beta inhibitor"
"1547","telatinib","CHEMBL2079588","Vascular endothelial growth factor receptor 2 inhibitor"
"1548","telatinib","CHEMBL2079588","Vascular endothelial growth factor receptor 3 inhibitor"
"1549","telatinib","CHEMBL2079588","tyrosine kinase inhibitors"
"1550","PKI-179","CHEMBL1258517","Serine/threonine-protein kinase mTOR inhibitor"
"1551","PKI-179","CHEMBL1258517","PI3-kinase p110-alpha subunit inhibitor"
"1552","kifunensine","CHEMBL1233851"," "
"1553","PD-153035","CHEMBL29197"," "
"1554","E7449","CHEMBL3644587","Poly [ADP-ribose] polymerase-1 inhibitor"
"1555","E7449","CHEMBL3644587","Poly [ADP-ribose] polymerase 2 inhibitor"
"1556","E7449","CHEMBL3644587","Tankyrase 1/2 inhibitor"
"1557","echinomycin","CHEMBL510650"," "
"1558","idazoxan","CHEMBL10316","Adrenergic receptor alpha-2 antagonist"
"1559","idazoxan","CHEMBL10316","alpha-adrenoceptor antagonists (benzodioxane derivatives)"
"1560","gastrodin","CHEMBL274739"," "
"1561","cariporide","CHEMBL436559"," "
"1562","TAK-285","CHEMBL1614725","Receptor protein-tyrosine kinase erbB-2 inhibitor"
"1563","TAK-285","CHEMBL1614725","Epidermal growth factor receptor erbB1 inhibitor"
"1564","satraplatin","CHEMBL3833367"," antineoplastics (platinum derivatives)"
"1565","finafloxacin","CHEMBL1908370","Topoisomerase IV inhibitor"
"1566","finafloxacin","CHEMBL1908370","DNA gyrase inhibitor"
"1567","finafloxacin","CHEMBL1908370","antibacterials (quinolone derivatives)"
"1568","dienogest","CHEMBL1201864","Unknown"
"1569","cetylpyridinium","CHEMBL305906","Unknown"
"1570","cetylpyridinium","CHEMBL305906","quaternary ammonium derivatives"
"1571","diaveridine","CHEMBL19633"," analgesics (meperidine type)"
"1572","RAF265","CHEMBL558752","Serine/threonine-protein kinase B-raf inhibitor"
"1573","RAF265","CHEMBL558752","Vascular endothelial growth factor receptor 2 inhibitor"
"1574","AMG900","CHEMBL2140408","Serine/threonine-protein kinase Aurora inhibitor"
"1575","cinalukast","CHEMBL283754"," antiasthmatics/antiallergics (not acting primarily as antihistamines): leukotriene receptor antagonists; narcotic agonists/antagonists (normorphine type)"
"1576","zardaverine","CHEMBL313842"," spasmolytic agents (papaverine type)"
"1577","lucitanib","CHEMBL2220486","Fibroblast growth factor receptor 1 inhibitor"
"1578","lucitanib","CHEMBL2220486","Vascular endothelial growth factor receptor inhibitor"
"1579","lucitanib","CHEMBL2220486","Fibroblast growth factor receptor 2 inhibitor"
"1580","lucitanib","CHEMBL2220486","angiogenesis inhibitors"
"1581","dacinostat","CHEMBL356066"," enzyme inhibitors: histone deacetylase inhibitors"
"1582","bindarit","CHEMBL2107549"," antirheumatics (lobenzarit type)"
"1583","BGT226","CHEMBL3545096","Serine/threonine-protein kinase mTOR inhibitor"
"1584","BGT226","CHEMBL3545096","PI3-kinase class I inhibitor"
