"","name","moas_curated","target"
"1029","BMS-754807","IGF receptor inhibitor","AKT1, IGF1R"
"1030","GSK1838705A","IGF receptor inhibitor","ALK, IGF1R, INSR, RPS6KA1"
"1031","GSK1904529A","IGF receptor inhibitor","IGF1R, INSR"
"1032","NVP-AEW541","IGF receptor inhibitor","IGF1R, INSR"
"1033","linsitinib","IGF receptor inhibitor","IGF1R, INSR, INSRR"
"1034","repaglinide","IGF receptor inhibitor","ABCC8, KCNJ11, PPARG"
"1035","BMS-754807","IGFR inhibitor","AKT1, IGF1R"
"1036","GSK1904529A","IGFR inhibitor","IGF1R, INSR"
"1037","NVP-AEW541","IGFR inhibitor","IGF1R, INSR"
"1038","PQ-401","IGFR inhibitor","IGF1R"
"1039","linsitinib","IGFR inhibitor","IGF1R, INSR, INSRR"
"1040","BMS-345541","IKK inhibitor","CHUK, IKBKB"
"1041","IKK-16","IKK inhibitor","IKBKB"
"1042","IKK-2-inhibitor-V","IKK inhibitor","IKBKB"
"1043","TPCA-1","IKK inhibitor","IKBKB"
"1044","hypoestoxide","IKK inhibitor","IKBKB, IL1B, TNF"
"1045","AVN-944","IMPDH inhibitor","IMPDH1, IMPDH2"
"1046","merimepodib","IMPDH inhibitor","IMPDH1"
"1047","mycophenolate-mofetil","IMPDH inhibitor","IMPDH1, IMPDH2"
"1048","mycophenolic-acid","IMPDH inhibitor","IMPDH1, IMPDH2"
"1049","ribavirin","IMPDH inhibitor","ADK, ENPP1, IMPDH1, IMPDH2, NT5C2"
"1050","thioguanine","IMPDH inhibitor","IMPDH1, IMPDH2"
"1051","tioguanine","IMPDH inhibitor",NA
"1052","clotrimazole","Imidazoline receptor ligand","CYP3A4, KCNN4, NR1I2, NR1I3, TRPM2, TRPM4, TRPM8"
"1053","frentizole","Immunosuppressant",NA
"1054","mercaptopurine","Immunosuppressant","HPRT1, IMPDH1, IMPDH2, PPAT"
"1055","triamcinolone-acetonide","Immunosuppressant","NR3C1"
"1056","mycophenolate-mofetil","Inositol monophosphatase inhibitor","IMPDH1, IMPDH2"
"1057","mycophenolic-acid","Inositol monophosphatase inhibitor","IMPDH1, IMPDH2"
"1058","BMS-707035","Integrase inhibitor",NA
"1059","eptifibatide","Integrin alpha-IIb/beta-3 inhibitor","ITGA2B, ITGB3"
"1060","imiquimod","Interferon inducer","TLR7, TLR8"
"1061","Y-320","Interleukin inhibitor","IL17A"
"1062","STA-5326","Interleukin synthesis inhibitor","IL12A"
"1063","navarixin","Interleukin-8 receptor A antagonist","CXCR1, CXCR2"
"1064","navarixin","Interleukin-8 receptor B antagonist","CXCR1, CXCR2"
"1065","erastin","Ion channel antagonist","VDAC2"
"1066","nizofenone","Ion channel antagonist",NA
"1067","ciclopirox","Iron chelating agent","ATP1A1"
"1068","deferasirox","Iron chelating agent","CYP3A4"
"1069","dexrazoxane","Iron chelating agent","TOP2A, TOP2B"
"1070","AT-9283","JAK inhibitor","AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A"
"1071","AZ960","JAK inhibitor","JAK2"
"1072","AZD1480","JAK inhibitor","JAK1, JAK2, JAK3"
"1073","CEP-33779","JAK inhibitor","JAK2"
"1074","LY2784544","JAK inhibitor","JAK2, JAK3"
"1075","PRT062070","JAK inhibitor","SYK"
"1076","TG-02","JAK inhibitor","CDK1, CDK2, CDK7, CDK9, FLT3, JAK2"
"1077","TG-101209","JAK inhibitor","JAK2, JAK3"
"1078","TG-101348","JAK inhibitor","BRD4, JAK1, JAK2, JAK3, TYK2"
"1079","WHI-P154","JAK inhibitor","EGFR, JAK1, JAK2, JAK3"
"1080","atiprimod","JAK inhibitor","JAK2, STAT3"
"1081","baricitinib","JAK inhibitor","JAK1, JAK2"
"1082","cyt387","JAK inhibitor","JAK1, JAK2, JAK3"
"1083","filgotinib","JAK inhibitor","JAK1, JAK2, JAK3, TYK2"
"1084","lestaurtinib","JAK inhibitor","FLT3, NTRK1"
"1085","pacritinib","JAK inhibitor","FLT3, JAK1, JAK2, JAK3"
"1086","ruxolitinib","JAK inhibitor","JAK1, JAK2, JAK3, TYK2"
"1087","tozasertib","JAK inhibitor","AURKA, AURKB, AURKC, LCK"
"1088","BI-78D3","JNK inhibitor","MAPK8"
"1089","SU3327","JNK inhibitor","MAPK8"
"1090","K-Ras(G12C)-inhibitor-6","K-ras inhibitor",NA
"1091","KI-8751","KIT inhibitor","KDR"
"1092","OSI-930","KIT inhibitor","KDR, KIT"
"1093","cediranib","KIT inhibitor","CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB"
"1094","dasatinib","KIT inhibitor","ABL1, ABL2, BLK, EPHA2, FGR, FRK, FYN, HCK, KIT, LCK, LYN, PDGFRB, SRC, SRMS, STAT5B, YES1"
"1095","imatinib","KIT inhibitor","ABL1, CSF1R, DDR1, KIT, NTRK1, PDGFRA, PDGFRB, RET"
"1096","lenvatinib","KIT inhibitor","FLT4, KDR"
"1097","masitinib","KIT inhibitor","FGFR3, KIT, PDGFRA, PDGFRB"
"1098","midostaurin","KIT inhibitor","FLT3, PRKCG"
"1099","motesanib","KIT inhibitor","FLT1, FLT4, KDR, KIT"
"1100","pazopanib","KIT inhibitor","CSF1R, FGF1, FGFR1, FGFR3, FLT1, FLT4, ITK, KDR, KIT, PDGFRA, PDGFRB, SH2B3"
"1101","regorafenib","KIT inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
"1102","sorafenib","KIT inhibitor","BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET"
"1103","sunitinib","KIT inhibitor","CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET"
"1104","tandutinib","KIT inhibitor","CSF1R, FLT3, KIT, PDGFD, PDGFRB"
"1105","telatinib","KIT inhibitor","KDR"
"1106","vatalanib","KIT inhibitor","EGFR, FLT1, FLT4, KDR, PDGFRB"
"1107","bardoxolone-methyl","Keap1/Nrf2 inhibitor","PPARG, STAT3"
"1108","K-858","Kinesin inhibitor","KIF11"
"1109","SB-743921","Kinesin inhibitor","KIF11"
"1110","filanesib","Kinesin inhibitor","KIF11"
"1111","ispinesib","Kinesin inhibitor","KIF11"
"1112","litronesib","Kinesin inhibitor","KIF11"
"1113","chlorpropamide","Kir6.2 blocker","ABCC8, KCNJ10, KCNJ11"
"1114","repaglinide","Kir6.2 blocker","ABCC8, KCNJ11, PPARG"
"1115","berberine","LDL receptor activator","LDLR"
"1116","darapladib","LDL-associated phospholipase A2 inhibitor","PLA2G7"
"1117","GW-3965","LXR agonist","NR1H2, NR1H3"
"1118","hyodeoxycholic-acid","LXR-alpha agonist",NA
"1119","hyodeoxycholic-acid","LXR-beta agonist",NA
"1120","bisacodyl","Laxative",NA
"1121","cinalukast","Leukotriene receptor antagonist","CYSLTR1"
"1122","ubenimex","Leukotriene synthesis inhibitor","LTA4H, RNPEP"
"1123","bardoxolone","Like (NRF2) activator","NOS2, PPARG"
"1124","bardoxolone-methyl","Like (NRF2) activator","PPARG, STAT3"
"1125","oltipraz","Like (NRF2) activator","ANG"
"1126","GSK-3-inhibitor-IX","Lipoxygenase inhibitor","GSK3A, GSK3B"
"1127","baicalein","Lipoxygenase inhibitor","ALOX5, GLO1, PREP, SELL, SELP, TNF, XDH"
"1128","caffeic-acid","Lipoxygenase inhibitor","ALOX5, MIF"
"1129","curcumin","Lipoxygenase inhibitor","APP, CA1, CA12, CA14, CA2, CA4, CA6, CA9, CYP3A4, DNMT3B, EP300, MMP13, MMP9, NOS2, PTGS1, PTGS2, XDH"
"1130","tepoxalin","Lipoxygenase inhibitor","ALOX5"
"1131","dimethisoquin","Local anesthetic",NA
"1132","fluroxene","Local anesthetic",NA
"1133","hexylresorcinol","Local anesthetic","TYR"
"1134","propoxycaine","Local anesthetic",NA
"1135","colfosceril-palmitate","Lung surfactant",NA
"1136","bafetinib","Lyn inhibitor","ABL1, BCR, LYN"
"1137","bosutinib","Lyn inhibitor","ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK"
"1138","BMS-986020","Lysophosphatidic acid receptor Edg-2 antagonist","LPAR1"
"1139","BMS-986020","Lysophosphatidic acid receptor antagonist","LPAR1"
"1140","KI-16425","Lysophosphatidic acid receptor antagonist","LPAR1, LPAR3"
"1141","usniacin-(+)","MAP kinase activator","PTPN1"
"1142","BVD-523","MAP kinase inhibitor",NA
"1143","ONC201","MAP kinase inhibitor","TNFSF10"
"1144","PD-198306","MAP kinase inhibitor","MAP2K1, MAP2K2"
"1145","CID-5458317","MAP kinase phosphatase inhibitor","MAPK3"
"1146","4-iodo-6-phenylpyrimidine","MCSF receptor inhibitor","MIF"
"1147","ENMD-2076","MCSF receptor inhibitor","AURKA, FLT3, KDR, PDGFRA, PTK2, SRC"
"1148","chicago-sky-blue-6b","MCSF receptor inhibitor","MIF"
"1149","linifanib","MCSF receptor inhibitor","CSF1, CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RET, TEK"
"1150","quizartinib","MCSF receptor inhibitor","CSF1R, FLT3, KIT, PDGFRA, PDGFRB, RET"
"1151","vatalanib","MCSF receptor inhibitor","EGFR, FLT1, FLT4, KDR, PDGFRB"
"1152","AMG-232","MDM2 inhibitor","MDM2"
"1153","CGM097","MDM2 inhibitor","MDM2"
"1154","NSC-319726","MDM2 inhibitor",NA
"1155","RITA","MDM2 inhibitor","MDM2"
"1156","idasanutlin","MDM2 inhibitor","MDM2, TP53"
"1157","nutlin-3","MDM2 inhibitor","MDM2, TP53"
"1158","securinine","MDM2 inhibitor","GABRA1"
"1159","serdemetan","MDM2 inhibitor","MDM2"
"1160","AS-703026","MEK inhibitor","MAP2K1, MAP2K2"
"1161","AZD8330","MEK inhibitor",NA
"1162","BIX-02188","MEK inhibitor","MAP2K5"
"1163","MEK1-2-inhibitor","MEK inhibitor","MAP2K2"
"1164","MEK162","MEK inhibitor","MAP2K1, MAP2K2"
"1165","PD-0325901","MEK inhibitor","MAP2K1"
"1166","PD-184352","MEK inhibitor","MAP2K1, MAP3K1, MAP3K2"
"1167","PD-198306","MEK inhibitor","MAP2K1, MAP2K2"
"1168","PD-318088","MEK inhibitor","MAP2K1"
"1169","PD-98059","MEK inhibitor","AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1"
"1170","Ro-4987655","MEK inhibitor","MAP2K1"
"1171","TAK-733","MEK inhibitor","MAP2K1"
"1172","U-0126","MEK inhibitor","AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAP2K2, MAP2K7, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1"
"1173","arctigenin","MEK inhibitor","CHUK, MAP2K1"
"1174","cobimetinib","MEK inhibitor",NA
"1175","nobiletin","MEK inhibitor","MAP2K1"
"1176","refametinib","MEK inhibitor","MAP2K1, MAP2K2"
"1177","selumetinib","MEK inhibitor","MAP2K1"
"1178","trametinib","MEK inhibitor","MAP2K1, MAP2K2"
"1179","UNC2250","MER tyrosine kinase inhibitor","MERTK"
"1180","crizotinib-(S)","MTH1 inhibitor","NUDT1"
"1181","kifunensine","Mannosidase inhibitor","MAN1B1, MAN2A1"
"1182","OTS167","Maternal embryonic leucine zipper kinase inhibitor","MELK"
"1183","batimastat","Matrix metalloprotease inhibitor","ADAM28, ADAMTS5, MMP12, MMP16, MMP2, MMP8"
"1184","doxycycline","Matrix metalloprotease inhibitor","MMP8"
"1185","ilomastat","Matrix metalloprotease inhibitor","ACAN, ADAM28, MMP1, MMP12, MMP13, MMP14, MMP2, MMP3, MMP8, MMP9"
"1186","marimastat","Matrix metalloprotease inhibitor","MMP1, MMP10, MMP11, MMP12, MMP13, MMP14, MMP15, MMP16, MMP17, MMP19, MMP2, MMP20, MMP21, MMP23A, MMP24, MMP25, MMP26, MMP27, MMP28, MMP3, MMP7, MMP8, MMP9"
"1187","ER-27319","Mediator release inhibitor","SYK"
"1188","monobenzone","Melanin inhibitor","TYR"
"1189","chlorhexidine","Membrane integrity inhibitor",NA
"1190","ciclopirox","Membrane integrity inhibitor","ATP1A1"
"1191","nonoxynol-9","Membrane integrity inhibitor",NA
"1192","octenidine","Membrane integrity inhibitor",NA
"1193","sevoflurane","Membrane integrity inhibitor","ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9, MT-ND1"
"1194","methoxyflurane","Membrane permeability inhibitor","ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, MT-ND1"
"1195","lomitapide","Microsomal trigylceride transfer protein inhibitor","MTTP"
"1196","D-64131","Microtubule inhibitor","TUBB"
"1197","cabazitaxel","Microtubule inhibitor","TUBA4A, TUBB, TUBB1"
"1198","colchicine","Microtubule inhibitor","GLRA1, GLRA2, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8"
"1199","cytochalasin-b","Microtubule inhibitor","ACTB"
"1200","estramustine-phosphate","Microtubule inhibitor","ESR1, ESR2, MAP1A, MAP2"
"1201","podophyllotoxin","Microtubule inhibitor","IGF1R, TOP2A, TUBA4A, TUBB"
"1202","secnidazole","Microtubule inhibitor",NA
"1203","triclabendazole","Microtubule inhibitor","DNMT1"
"1204","vinblastine","Microtubule inhibitor","JUN, TUBA1A, TUBB, TUBD1, TUBE1, TUBG1"
"1205","vinflunine","Microtubule inhibitor",NA
"1206","epothilone-a","Microtubule stabilizing agent",NA
"1207","epothilone-b","Microtubule stabilizing agent","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B"
"1208","epothilone-d","Microtubule stabilizing agent","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B"
"1209","ixabepilone","Microtubule stabilizing agent","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8"
"1210","canrenone","Mineralocorticoid receptor antagonist","NR3C2"
"1211","deoxycorticosterone-acetate","Mineralocorticoid receptor antagonist","NR3C2"
"1212","desoxycortone","Mineralocorticoid receptor antagonist","NR3C1, NR3C2"
"1213","drospirenone","Mineralocorticoid receptor antagonist","AR, NR3C2, PGR"
"1214","eplerenone","Mineralocorticoid receptor antagonist","NR3C2"
"1215","spironolactone","Mineralocorticoid receptor antagonist","AR, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CYP11B2, NR3C1, NR3C2, PGR, SHBG"
"1216","AZ3146","Mitosis inhibitior",NA
"1217","GSK923295","Mitosis inhibitior","CENPE"
"1218","MPI-0479605","Mitosis inhibitior","TTK"
"1219","JZL-184","Monoacylglucerol lipase inhibitor","MGLL"
"1220","eprobemide","Monoamine oxidase inhibitor","MAOA"
"1221","iproniazid","Monoamine oxidase inhibitor","MAOA, MAOB"
"1222","phenelzine","Monoamine oxidase inhibitor","ABAT, AOC3, GAD2, GPT, GPT2, MAOA, MAOB, SLC6A2, SLC6A3, SLC6A4"
"1223","piperine","Monoamine oxidase inhibitor","MAOA, MAOB, TRPV1"
"1224","acetylcysteine","Mucolytic agent","ACY1, CHUK, GRIN1, GRIN2A, GRIN2B, GRIN2D, GRIN3A, GSS, IKBKB, RELA, SLC7A11"
"1225","fudosteine","Mucolytic agent",NA
"1226","teprenone","Mucus protecting agent",NA
"1227","methocarbamol","Muscle relaxant","CA1"
"1228","acetylcysteine","Mycolytic","ACY1, CHUK, GRIN1, GRIN2A, GRIN2B, GRIN2D, GRIN3A, GSS, IKBKB, RELA, SLC7A11"
"1229","niacin","NAD precursor","DGAT2, HCAR1, HCAR2, HCAR3, NNMT, QPRT"
"1230","STF-118804","NAMPT inhibitor","NAMPT"
"1231","pevonedistat","NEDD8 activating enzyme inhibitor","NAE1, UBA3"
"1232","BAY-11-7082","NFkB pathway inhibitor","RELA"
"1233","BAY-11-7085","NFkB pathway inhibitor","NFKBIA"
"1234","EVP4593","NFkB pathway inhibitor",NA
"1235","IKK-2-inhibitor-V","NFkB pathway inhibitor","IKBKB"
"1236","Ro-106-9920","NFkB pathway inhibitor",NA
"1237","bardoxolone-methyl","NFkB pathway inhibitor","PPARG, STAT3"
"1238","betulinic-acid","NFkB pathway inhibitor","GPBAR1"
"1239","bindarit","NFkB pathway inhibitor","CCL2, CCL7, CCL8"
"1240","bortezomib","NFkB pathway inhibitor","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA"
"1241","curcumin","NFkB pathway inhibitor","APP, CA1, CA12, CA14, CA2, CA4, CA6, CA9, CYP3A4, DNMT3B, EP300, MMP13, MMP9, NOS2, PTGS1, PTGS2, XDH"
"1242","ornithine","NFkB pathway inhibitor","ARG1, ARG2, GATM, GPRC6A, OAT, OAZ1, OAZ2, OAZ3, OTC, SLC25A15, SLC25A2, SLC7A1, SLC7A2, SLC7A3, SLC7A4"
"1243","parthenolide","NFkB pathway inhibitor",NA
"1244","parthenolide-(-)","NFkB pathway inhibitor","HDAC1"
"1245","tyloxapol","NFkB pathway inhibitor","LPL, NFKB2"
"1246","narlaprevir","NS3/NS4A inhibitor",NA
"1247","lestaurtinib","NT-3 growth factor receptor inhibitor","FLT3, NTRK1"
"1248","pevonedistat","Nedd activating enzyme inhibitor","NAE1, UBA3"
"1249","selamectin","Nematocide",NA
"1250","racecadotril","Neprilysin inhibitor","MME"
"1251","PHA-848125","Nerve growth factor receptor Trk-A inhibitor","CDK2, CDK4, CDK7, NTRK1"
"1252","lestaurtinib","Nerve growth factor receptor Trk-A inhibitor","FLT3, NTRK1"
"1253","regorafenib","Nerve growth factor receptor Trk-A inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
"1254","oseltamivir-phosphate","Neuraminidase inhibitor","CES1, NEU1, NEU2"
"1255","epinephrine","Neurotransmitter","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF"
"1256","inosine","Neurotrophic tyrosine kinase receptor inhibitor","PARP1, PNP"
"1257","lestaurtinib","Neurotrophic tyrosine kinase receptor inhibitor","FLT3, NTRK1"
"1258","FK-866","Niacinamide phosphoribosyltransferase inhibitor","NAMPT"
"1259","FK-866","Nicotinamide phosphoribosyltransferase inhibitor","NAMPT"
"1260","7-nitroindazole","Nitric oxide inhibitor","NOS1, NOS2, NOS3"
"1261","asymmetrical-dimethylarginine","Nitric oxide inhibitor","NOS2, NOS3"
"1262","caffeic-acid","Nitric oxide inhibitor","ALOX5, MIF"
"1263","diphenyleneiodonium","Nitric oxide inhibitor","NOS2, NOS3"
"1264","nicorandil","Nitric oxide inhibitor","KCNJ11"
"1265","rutin","Nitric oxide inhibitor","AKR1C3"
"1266","cebranopadol","Nociceptin receptor agonist","OPRL1, OPRM1"
"1267","BAN-ORL-24","Nociceptin/orphanin FQ receptor antagonist","OPRL1"
"1268","dapivirine","Non-nucleoside reverse transcriptase inhibitor","CYP3A4, CYP3A5"
"1269","maprotiline","Norepinephrine reuptake/transport inhibitor","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR2A, HTR2C, HTR7, SLC6A2"
"1270","methylphenidate","Norepinephrine reuptake/transport inhibitor","SLC6A2, SLC6A3, SLC6A4"
"1271","nisoxetine","Norepinephrine reuptake/transport inhibitor","SLC6A2, SLC6A3, SLC6A4"
"1272","FLI-06","Notch signaling inhibitor",NA
"1273","ADL5859","Opidoid receptor regulator","OPRD1"
"1274","BNTX","Opidoid receptor regulator","OPRD1, OPRK1, OPRM1"
"1275","BW-180C","Opidoid receptor regulator","OPRD1, OPRM1"
"1276","JTC-801","Opidoid receptor regulator","OPRL1"
"1277","cebranopadol","Opidoid receptor regulator","OPRL1, OPRM1"
"1278","chloroxine","Opidoid receptor regulator","OPRK1"
"1279","naloxone","Opidoid receptor regulator","CREB1, ESR1, OPRD1, OPRK1, OPRM1, TLR4"
"1280","naltrexone","Opidoid receptor regulator","OPRD1, OPRK1, OPRM1, SIGMAR1"
"1281","salvinorin-a","Opidoid receptor regulator","OPRD1, OPRK1, OPRM1"
"1282","spiradoline","Opidoid receptor regulator","OPRK1"
"1283","sufentanil","Opidoid receptor regulator","OPRD1, OPRK1, OPRM1"
"1284","trimebutine","Opidoid receptor regulator","OPRD1, OPRK1, OPRM1"
"1285","almorexant","Orexin receptor antagonist","HCRTR1, HCRTR2"
"1286","lacitol","Osmosis stimulant",NA
"1287","tiludronate","Osteoclast inhibitor","ATP6V1A, MMP2, PTPN1"
"1288","chlorquinaldol","Other antibiotic",NA
"1289","crystal-violet","Other antibiotic",NA
"1290","nanchangmycin","Other antibiotic",NA
"1291","thiomersal","Other antibiotic","OXCT1"
"1292","phenylmercuric-acetate","Other antifungal",NA
"1293","elesclomol","Oxidative stress inducer","HSPA1A"
"1294","U-18666A","Oxidosqualene cyclase inhibitor",NA
"1295","KF-38789","P selectin inhibitor","SELP"
"1296","PF-03758309","P21 activated kinase inhibitor","PAK4"
"1297","CMPD-1","P38 MAPK inhibitor","GNRHR, MAPK14"
"1298","LY364947","P38 MAPK inhibitor","TGFBR1"
"1299","SB-239063","P38 MAPK inhibitor","MAPK11, MAPK14, PTGS2"
"1300","SB-242235","P38 MAPK inhibitor","HSPB1, MAPK14"
"1301","TAK-715","P38 MAPK inhibitor","MAPK14"
"1302","VX-702","P38 MAPK inhibitor","MAPK11, MAPK12, MAPK14"
"1303","skepinone-l","P38 MAPK inhibitor","MAPK14"
"1304","talmapimod","P38 MAPK inhibitor","MAPK11, MAPK14"
"1305","sulfamethazine","PABA antagonist",NA
"1306","AC-264613","PAR agonist","F2RL1"
"1307","3-amino-benzamide","PARP inhibitor","PARP1"
"1308","AG-14361","PARP inhibitor","PARP1"
"1309","AZD2461","PARP inhibitor",NA
"1310","E7449","PARP inhibitor","PARP1, PARP2, TNKS, TNKS2"
"1311","PJ-34","PARP inhibitor","EEF2, PARP1, PARP15, PARP3"
"1312","endo-IWR-1","PARP inhibitor","TNKS, TNKS2"
"1313","niraparib","PARP inhibitor","PARP1"
"1314","olaparib","PARP inhibitor","PARP1, PARP2"
"1315","talazoparib","PARP inhibitor","PARP2"
"1316","CP-673451","PDGF receptor inhibitor","KIT, PDGFRA, PDGFRB"
"1317","KI-8751","PDGF receptor inhibitor","KDR"
"1318","SU014813","PDGF receptor inhibitor","KDR"
"1319","axitinib","PDGF receptor inhibitor","CSF1, FLT1, FLT4, KDR, PLK4"
"1320","bardoxolone","PDGF receptor inhibitor","NOS2, PPARG"
"1321","bardoxolone-methyl","PDGF receptor inhibitor","PPARG, STAT3"
"1322","cediranib","PDGF receptor inhibitor","CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB"
"1323","crenolanib","PDGF receptor inhibitor","CSF1R, FLT3, KIT, PDGFRA, PDGFRB"
"1324","dasatinib","PDGF receptor inhibitor","ABL1, ABL2, BLK, EPHA2, FGR, FRK, FYN, HCK, KIT, LCK, LYN, PDGFRB, SRC, SRMS, STAT5B, YES1"
"1325","dovitinib","PDGF receptor inhibitor","CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB"
"1326","foretinib","PDGF receptor inhibitor","FLT1, FLT4, KDR, MET"
"1327","imatinib","PDGF receptor inhibitor","ABL1, CSF1R, DDR1, KIT, NTRK1, PDGFRA, PDGFRB, RET"
"1328","lenvatinib","PDGF receptor inhibitor","FLT4, KDR"
"1329","linifanib","PDGF receptor inhibitor","CSF1, CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RET, TEK"
"1330","masitinib","PDGF receptor inhibitor","FGFR3, KIT, PDGFRA, PDGFRB"
"1331","midostaurin","PDGF receptor inhibitor","FLT3, PRKCG"
"1332","motesanib","PDGF receptor inhibitor","FLT1, FLT4, KDR, KIT"
"1333","nintedanib","PDGF receptor inhibitor","FGFR1, FGFR2, FGFR3, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB"
"1334","oltipraz","PDGF receptor inhibitor","ANG"
"1335","orantinib","PDGF receptor inhibitor","AURKA, AURKB, EGFR, FGFR1, FGFR2, KDR, PDGFRA, PDGFRB"
"1336","pazopanib","PDGF receptor inhibitor","CSF1R, FGF1, FGFR1, FGFR3, FLT1, FLT4, ITK, KDR, KIT, PDGFRA, PDGFRB, SH2B3"
"1337","ponatinib","PDGF receptor inhibitor","ABL1, BCR, FGFR1, FGFR2, FGFR3, FGFR4, FLT3, KDR, KIT, LCK, LYN, PDGFRA, RET, SRC, TEK"
"1338","quizartinib","PDGF receptor inhibitor","CSF1R, FLT3, KIT, PDGFRA, PDGFRB, RET"
"1339","regorafenib","PDGF receptor inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
"1340","sorafenib","PDGF receptor inhibitor","BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET"
"1341","sunitinib","PDGF receptor inhibitor","CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET"
"1342","tandutinib","PDGF receptor inhibitor","CSF1R, FLT3, KIT, PDGFD, PDGFRB"
"1343","telatinib","PDGF receptor inhibitor","KDR"
"1344","trapidil","PDGF receptor inhibitor","PDGFRA"
"1345","vatalanib","PDGF receptor inhibitor","EGFR, FLT1, FLT4, KDR, PDGFRB"
"1346","AZD6482","PI3K inhibitor","PIK3CA, PIK3CB, PIK3CD, PIK3CG"
"1347","BGT226","PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CG"
"1348","CH5132799","PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG"
"1349","CUDC-907","PI3K inhibitor","HDAC2, PIK3R1"
"1350","GDC-0941","PI3K inhibitor","PIK3CA, PIK3CB, PIK3CD, PIK3CG"
